word	freq	segmented	gloss
dingtangin	1	ding-tangin	stand-?
dipkuatna	1	dipkuat-na	?-NMLZ
thuhilhkik	1	thu-hilhkik	word-?
suaktakik	1	suak-takik	become-?
pawina	1	pa-wi-na	father-?-NMLZ
hisuak	1	hi-suak	be-?
nengneng	1	ne-ngneng	eat-?
luakkhia	1	lu-akkhia	head-?
tomkhano	1	to-mkhano	sit-?
nengnengte	1	ne-ngneng-te	eat-?-PL
paikhiasakin	1	pai-khiasakin	go-?
phawkkikna	1	phawkkik-na	?-NMLZ
pawmsakin	1	pa-wmsakin	father-?
hamsiate	1	hamsia-te	?-PL
apphakik	1	a-pphakik	3SG-?
dingsakin	1	ding-sakin	stand-?
paikhak	1	pai-khak	go-?
kiphuhna	1	kiphuh-na	?-NMLZ
nungdalin	1	nung-dalin	live-?
tangmaite	1	tangmai-te	?-PL
dawnpawlte	1	dawnpawl-te	?-PL
thatzaw	1	that-zaw	kill-?
khopsakin	1	kho-psakin	labor-?
dingkhawmsak	1	ding-khawmsak	stand-?
ikkhiat	1	i-kkhiat	1PL.INCL-?
kiciamtehte	1	kiciamteh-te	?-PL
lungnemzaw	1	lung-nemzaw	feel-?
nahbi	1	na-hbi	2SG-?
olna	1	ol-na	?-NMLZ
palte	1	pa-l-te	father-?-PL
vaanna	1	va-an-na	go.and-?-NMLZ
gamdaisakin	1	gam-daisakin	land-?
vaansa	1	va-ansa	go.and-?
zialmang	1	zi-almang	wife-?
zasa	1	za-sa	hear.I-?
maisaksa	1	mai-saksa	face-?
phunsante	1	phunsan-te	?-PL
ciamnasa	1	ci-amnasa	say-?
bawlkim	1	bawl-kim	make-?
thukhat	1	thu-khat	word-?
huamkha	1	huam-kha	surround-?
utluatna	1	utluat-na	?-NMLZ
theihzel	1	theih-zel	know.II-?
khengval	1	khen-gval	divide-?
khengvallua	1	khen-gvallua	divide-?
khenkhiatna	1	khen-khiat-na	divide-?-NMLZ
paakin	1	pa-akin	father-?
puakhawm	1	pua-khawm	carry.on.back-?
luanglai	1	luang-lai	corpse-?
atharim	1	a-tharim	3SG-?
guphate	1	gupha-te	?-PL
amaw	1	a-maw	3SG-?
kikol	1	kiko-l	cry.out-?
kawcikah	1	ka-wcikah	1SG-?
mawlpihna	1	mawlpih-na	?-NMLZ
kaangto	1	ka-angto	1SG-?
lungkimpih	1	lung-kimpih	feel-?
phelkhaite	1	phelkhai-te	?-PL
salu	1	sa-lu	flesh-?
khelpilna	1	khelpil-na	?-NMLZ
seelte	1	seel-te	?-PL
leenggahzucil	1	leeng-gahzucil	chariot-?
gingkhiate	1	gingkhia-te	?-PL
pataukoh	1	pa-taukoh	father-?
kengsakin	1	ken-gsakin	only-?
kingahte	1	kingah-te	?-PL
banbuhte	1	ba-nbuh-te	owe-?-PL
khite	1	khi-te	?-PL
nimrah	1	ni-mrah	day-?
kawikawisak	1	ka-wikawisak	1SG-?
khangsakto	1	khang-sakto	generation-?
atrothshofan	1	a-trothshofan	3SG-?
satsa	1	sat-sa	strike-?
iyim	1	i-yim	1PL.INCL-?
abelshittim	1	a-belshittim	3SG-?
zifron	1	zi-fron	wife-?
parnak	1	pa-rnak	father-?
azzan	1	a-zzan	3SG-?
shelomi	1	shelo-mi	?-NMLZ.AG
galbawlna	1	galbawl-na	?-NMLZ
khawhin	1	kha-whin	spirit-?
tofel	1	to-fel	sit-?
kineihnate	1	kineihna-te	?-PL
thuphawksa	1	thupha-wksa	blessing-?
hoihtuak	1	hoih-tuak	be.good-?
khopzah	1	kho-pzah	labor-?
zamzummim	1	za-mzummim	hear.I-?
sanglua	1	sang-lua	high-?
lenkipte	1	lenkip-te	?-PL
zaksak	1	zak-sak	hear.II-?
bawlkhak	1	bawl-khak	make-?
siamaimang	1	siam-aimang	be.skilled-?
nawhkhiatna	1	na-whkhiat-na	2SG-?-NMLZ
tamzawkna	1	tamzawk-na	?-NMLZ
thukpah	1	thu-kpah	word-?
piakzaw	1	piak-zaw	give.to-?
khanlua	1	kha-nlua	spirit-?
cilbawl	1	ci-lbawl	say-?
siamangsak	1	siam-angsak	be.skilled-?
nawhkhiat	1	na-whkhiat	2SG-?
kithawina	1	kithawi-na	?-NMLZ
sukkhapte	1	suk-khap-te	make.become-?-PL
nawmvalhna	1	na-wmvalh-na	2SG-?-NMLZ
ninkikholna	1	nin-kikhol-na	day-?-NMLZ
atkeh	1	a-tkeh	3SG-?
saza	1	sa-za	flesh-?
gamtuu	1	gam-tuu	land-?
sakikhte	1	sak-ikh-te	cause-?-PL
samuat	1	sam-uat	call-?
anpiang	1	a-npiang	3SG-?
galmi	1	gal-mi	?-NMLZ.AG
khengvala	1	khen-gvala	divide-?
sikhate	1	sik-ha-te	repent-?-PL
keeksakin	1	ke-eksakin	foot-?
kithuneihna	1	kithuneih-na	?-NMLZ
muhthadah	1	muh-thadah	see.II-?
phottohsakkikna	1	phottohsakkik-na	?-NMLZ
vasabu	1	va-sabu	go.and-?
khokhawm	1	kho-khawm	labor-?
zidangte	1	zi-dang-te	wife-?-PL
khantawnun	1	kha-ntawnun	spirit-?
ankhing	1	a-nkhing	3SG-?
zantaamsak	1	za-ntaamsak	hear.I-?
kineihna	1	kineih-na	?-NMLZ
khensakin	1	khen-sakin	divide-?
lumsuksakin	1	lum-suksakin	warm-?
laknop	1	lak-nop	take-?
kaihkhiatsakin	1	ka-ihkhiatsakin	1SG-?
cikhia	1	ci-khia	say-?
selsimte	1	sel-sim-te	slice-?-PL
sattansak	1	sat-tansak	strike-?
ipsung	1	i-psung	1PL.INCL-?
netniamnate	1	ne-tniamna-te	eat-?-PL
zidang	1	zi-dang	wife-?
thatsim	1	that-sim	kill-?
seengte	1	seeng-te	?-PL
nuaikiat	1	nu-aikiat	mother-?
lawhte	1	lawh-te	?-PL
sihmang	1	sih-mang	die-?
keutumna	1	keu-tum-na	dig-?-NMLZ
mutgawpna	1	mu-tgawp-na	see.I-?-NMLZ
lipneite	1	lipnei-te	?-PL
nesim	1	ne-sim	eat-?
phaksakna	1	phaksak-na	?-NMLZ
tomsakin	1	to-msakin	sit-?
tawisakte	1	tawisak-te	?-PL
phiatkhiatna	1	phiatkhiat-na	?-NMLZ
natsak	1	na-tsak	2SG-?
lotgawpte	1	lotgawp-te	?-PL
citheizaw	1	ci-theizaw	say-?
zuihlah	1	zui-hlah	follow-?
gamtangzo	1	gam-tangzo	land-?
siatgamtatin	1	siat-gamtatin	spoil-?
leinuaite	1	leinuai-te	?-PL
gamdong	1	gam-dong	land-?
balkham	1	ba-lkham	owe-?
kikoihcingsak	1	kiko-ihcingsak	cry.out-?
kikhentat	1	kikhen-tat	separate-?
omtoh	1	om-toh	exist-?
luangkikin	1	luang-kikin	corpse-?
zialkhia	1	zi-alkhia	wife-?
omkhawmte	1	om-khawm-te	exist-?-PL
tuahsukna	1	tuahsuk-na	?-NMLZ
namun	1	na-mu-n	2SG-see.I-?
namnamin	1	na-mnamin	2SG-?
vankia	1	va-nkia	go.and-?
nuainungin	1	nu-ainungin	mother-?
zingtungin	1	zi-ngtungin	wife-?
hingmatin	1	hi-ngmatin	be-?
zanna	1	za-n-na	hear.I-?-NMLZ
siknazat	1	sik-nazat	repent-?
khatzong	1	kha-tzong	spirit-?
kiphopte	1	kiphop-te	?-PL
puakgawp	1	pua-kgawp	carry.on.back-?
paatgawpta	1	pa-atgawpta	father-?
sangkha	1	sang-kha	high-?
singtomte	1	singtom-te	?-PL
tuitawite	1	tui-tawi-te	water-?-PL
amkhamsakin	1	a-mkhamsakin	3SG-?
buknasa	1	buk-nasa	ambush-?
notkhiasiang	1	notkhia-siang	bring.out-?
thahte	1	thah-te	?-PL
thatkhawm	1	that-khawm	kill-?
gampi	1	gam-pi	land-?
thukansim	1	thu-kansim	word-?
karka	1	ka-rka	1SG-?
luidung	1	lu-idung	head-?
adadah	1	a-dadah	3SG-?
ithnan	1	i-thnan	1PL.INCL-?
keriothhezron	1	ke-riothhezron	foot-?
amam	1	a-mam	3SG-?
iim	1	i-im	1PL.INCL-?
sansannah	1	sa-nsannah	flesh-?
enam	1	en-am	look-?
adithaim	1	a-dithaim	3SG-?
migdalgad	1	mi-gdalgad	person-?
kabbon	1	ka-bbon	1SG-?
iftah	1	i-ftah	1PL.INCL-?
nezib	1	ne-zib	eat-?
anim	1	a-ni-m	3SG-day-?
afekah	1	a-fekah	3SG-?
humtah	1	hum-tah	cover-?
zior	1	zi-or	wife-?
middin	1	mi-ddin	person-?
nibshan	1	ni-bshan	day-?
entappuah	1	en-tappuah	look-?
nafath	1	na-fath	2SG-?
sattawm	1	sat-tawm	strike-?
khuakhua	1	khua-khua	town-?
parah	1	pa-rah	father-?
irpeel	1	i-rpeel	1PL.INCL-?
bala	1	ba-la	owe-?
baalathbeer	1	ba-alathbeer	owe-?
ngahsawn	1	ngah-sawn	get-?
kattath	1	ka-ttath	1SG-?
anaharath	1	a-naharath	3SG-?
enhaddah	1	en-haddah	look-?
allammelek	1	a-llammelek	3SG-?
amad	1	a-mad	3SG-?
neiel	1	nei-el	have-?
ummah	1	um-mah	believe-?
adaminekeb	1	a-dam-inekeb	3SG-be.well-?
lakkum	1	lak-kum	take-?
aznothtabor	1	a-znothtabor	3SG-?
ziddim	1	zi-ddim	wife-?
enhazor	1	en-hazor	look-?
iron	1	i-ron	1PL.INCL-?
migdalel	1	mi-gdalel	person-?
irshemesh	1	i-rshemesh	1PL.INCL-?
ithlah	1	i-thlah	1PL.INCL-?
hawmkhiat	1	hawm-khiat	join-?
galneihna	1	galneih-na	?-NMLZ
almon	1	a-lmon	3SG-?
hawmthawhin	1	hawm-thawhin	join-?
cihkhak	1	cih-khak	say.NOM-?
luangsakin	1	luang-sakin	corpse-?
tunpite	1	tunpi-te	?-PL
nungtazaw	1	nung-tazaw	live-?
nengkia	1	ne-ngkia	eat-?
sungpate	1	sungpa-te	?-PL
kansimte	1	ka-nsim-te	1SG-?-PL
nahalol	1	na-halol	2SG-?
akko	1	a-kko	3SG-?
ahlab	1	a-hlab	3SG-?
afik	1	a-fik	3SG-?
khangthak	1	khang-thak	generation-?
lungkhauhnate	1	lung-khauhna-te	feel-?-PL
siatsuk	1	siat-suk	spoil-?
nisuhkung	1	ni-suhkung	day-?
gimluatna	1	gimluat-na	?-NMLZ
ihmucipin	1	i-hmucipin	1PL.INCL-?
khensuk	1	khen-suk	divide-?
hona	1	ho-na	?-NMLZ
koptaina	1	koptai-na	?-NMLZ
pilpennu	1	pil-pennu	learn-?
kinimte	1	kinim-te	?-PL
tuumulte	1	tuumul-te	?-PL
karkor	1	ka-rkor	1SG-?
zoppihte	1	zop-pih-te	join-?-PL
dupsante	1	dupsan-te	?-PL
baalberith	1	ba-alberith	owe-?
baaberith	1	ba-aberith	owe-?
thaunate	1	thauna-te	?-PL
kamhanna	1	ka-mhan-na	1SG-?-NMLZ
sapin	1	sa-pin	flesh-?
kamon	1	ka-mon	1SG-?
thudamin	1	thu-damin	word-?
suankhiatte	1	suankhiat-te	?-PL
minnith	1	min-nith	name-?
abelkeramim	1	a-belkeramim	3SG-?
taisante	1	taisan-te	?-PL
zanhal	1	za-nhal	hear.I-?
zawngsak	1	za-wngsak	hear.I-?
meilahte	1	meilah-te	?-PL
anphualte	1	a-nphual-te	3SG-?-PL
khiatpihto	1	khia-tpihto	exit-?
enhakkore	1	en-hakkore	look-?
zawhtheih	1	zawh-theih	be.able-?
patkhaute	1	pa-tkhau-te	father-?-PL
thalkhaute	1	thalkhau-te	?-PL
kutkut	1	kut~kut	?~RED
ihmusak	1	i-hmusak	1PL.INCL-?
thuktheih	1	thu-ktheih	word-?
veilamin	1	ve-ilamin	do-?
ciahpihto	1	ciah-pihto	return-?
ensimin	1	en-simin	look-?
innveng	1	i-nnveng	1PL.INCL-?
niamta	1	ni-amta	day-?
buangawpin	1	buang-awpin	be.confused-?
lanluatna	1	lanluat-na	?-NMLZ
pangkik	1	pa-ngkik	father-?
naihkik	1	na-ihkik	2SG-?
baaltamar	1	ba-altamar	owe-?
suakto	1	suak-to	become-?
kitapkhapna	1	kitapkhap-na	?-NMLZ
laamna	1	laam-na	?-NMLZ
ngahsakzo	1	ngah-sakzo	get-?
piaktawm	1	piak-tawm	give.to-?
laamte	1	laam-te	?-PL
nuamsasak	1	nuam-sasak	want-?
lunggimzaw	1	lung-gimzaw	feel-?
luum	1	lu-um	head-?
anvuite	1	a-nvui-te	3SG-?-PL
ansangte	1	a-nsang-te	3SG-?-PL
semsuak	1	sem-suak	serve-?
ankante	1	a-nkan-te	3SG-?-PL
hente	1	hen-te	?-PL
topsa	1	to-psa	sit-?
ankhamvalte	1	a-nkhamval-te	3SG-?-PL
naipen	1	na-ipen	2SG-?
anphual	1	a-nphual	3SG-?
tawpkhak	1	tawp-khak	end-?
kikhekna	1	kikhek-na	?-NMLZ
tohu	1	to-hu	sit-?
zipih	1	zi-pih	wife-?
gilvahte	1	gilvah-te	?-PL
zawngsakin	1	za-wngsakin	hear.I-?
sikkeuka	1	sik-keuka	repent-?
kaihkhiattoh	1	ka-ihkhiattoh	1SG-?
puantual	1	pua-ntual	carry.on.back-?
lupkhopna	1	lup-khop-na	bow.down-?-NMLZ
genthangna	1	gen-thang-na	speak-?-NMLZ
ngahtoto	1	ngah-toto	get-?
kipiakte	1	kipiak-te	?-PL
pahtawite	1	pa-htawi-te	father-?-PL
daupainate	1	daupaina-te	?-PL
mitlawt	1	mit-lawt	eye-?
genmun	1	gen-mun	speak-?
ommun	1	om-mun	exist-?
puakkhia	1	pua-kkhia	carry.on.back-?
afiah	1	a-fiah	3SG-?
niampen	1	ni-ampen	day-?
kawngsa	1	ka-wngsa	1SG-?
khuangneu	1	khua-ngneu	town-?
khawmna	1	kha-wm-na	spirit-?-NMLZ
tuahsiatnate	1	tuahsiatna-te	?-PL
omkhopna	1	om-khop-na	exist-?-NMLZ
netniam	1	ne-tniam	eat-?
puaktheih	1	pua-ktheih	carry.on.back-?
khialhnasate	1	khial-hnasa-te	err-?-PL
bawlsaksate	1	bawl-saksa-te	make-?-PL
kawmlak	1	ka-wmlak	1SG-?
ciangkhutah	1	cian-gkhutah	announce-?
kaihna	1	ka-ih-na	1SG-?-NMLZ
kitawhnawina	1	kitawhnawi-na	?-NMLZ
thukzawh	1	thu-kzawh	word-?
ciapna	1	ci-ap-na	say-?-NMLZ
hatkikna	1	hat-kik-na	strong-?-NMLZ
tuahtuahna	1	tuahtuah-na	?-NMLZ
paikhiasuk	1	pai-khiasuk	go-?
nolhkhitna	1	nolh-khit-na	reject-?-NMLZ
kilangte	1	kilang-te	?-PL
ngaltuam	1	nga-ltuam	endure-?
sathaukhal	1	sat-haukhal	strike-?
kihaimuanna	1	kihaimuan-na	?-NMLZ
ngawngin	1	nga-wngin	endure-?
galvante	1	galvan-te	?-PL
galdalnate	1	galdalna-te	?-PL
galkidalna	1	galkidal-na	?-NMLZ
khuangtung	1	khua-ngtung	town-?
matutzawhna	1	mat-utzawh-na	grasp-?-NMLZ
zangteep	1	zang-teep	use-?
zangvun	1	zang-vun	use-?
teepte	1	teep-te	?-PL
pahtaklam	1	pa-htaklam	father-?
kankhiat	1	ka-nkhiat	1SG-?
khawhkha	1	kha-whkha	spirit-?
tutakin	1	tut-akin	sleep-?
siangthozaw	1	siangtho-zaw	holy-?
kulhkongkhakte	1	kulhkongkhak-te	?-PL
kaisuksak	1	ka-isuksak	1SG-?
pangsimin	1	pa-ngsimin	father-?
ancilnate	1	a-ncilna-te	3SG-?-PL
lauzaw	1	lau-zaw	fear-?
matnopna	1	mat-nop-na	grasp-?-NMLZ
kiselsimna	1	kiselsim-na	?-NMLZ
atkhiatsak	1	a-tkhiatsak	3SG-?
puanmong	1	pua-nmong	carry.on.back-?
nuamthei	1	nuam-thei	want-?
metna	1	met-na	?-NMLZ
meette	1	meet-te	?-PL
zahkohna	1	zah-koh-na	fear-?-NMLZ
tungkiksak	1	tung-kiksak	arrive-?
maikun	1	mai-kun	face-?
khawhcipsak	1	kha-whcipsak	spirit-?
kikapna	1	kikap-na	?-NMLZ
toksuah	1	to-ksuah	sit-?
saptohsak	1	sa-ptohsak	flesh-?
paikhiato	1	paikhiat-o	send.away-?
maikunin	1	mai-kunin	face-?
saptohna	1	sa-ptoh-na	flesh-?-NMLZ
luisak	1	lu-isak	head-?
lungsimsia	1	lung-simsia	feel-?
athak	1	a-thak	3SG-?
khuakulhah	1	khua-kulhah	town-?
naang	1	na-ang	2SG-?
banbulh	1	ba-nbulh	owe-?
hinin	1	hi-nin	be-?
ashur	1	a-shur	3SG-?
ammah	1	a-mmah	3SG-?
bangtan	1	ba-ngtan	owe-?
sawtlai	1	sa-wtlai	flesh-?
nawhtaina	1	na-whtai-na	2SG-?-NMLZ
lusuk	1	lu-suk	head-?
deisung	1	dei-sung	say-?
piangthuah	1	piang-thuah	be.born-?
baalejudah	1	ba-alejudah	owe-?
kuangtuahte	1	kuangtuah-te	?-PL
nakon	1	na-kon	2SG-?
baak	1	ba-ak	owe-?
pulakna	1	pulak-na	?-NMLZ
khauzang	1	kha-uzang	spirit-?
atsat	1	a-tsat	3SG-?
vannusiatte	1	va-nnusiat-te	go.and-?-PL
mifibosheth	1	mi-fibosheth	person-?
khiatsukin	1	khia-tsukin	exit-?
hinlai	1	hi-nlai	be-?
ngailua	1	ngai-lua	listen.I-?
sikbeeldai	1	sik-beeldai	repent-?
sawlkhiatna	1	sawl-khiat-na	send-?-NMLZ
baalhazor	1	ba-alhazor	owe-?
sukik	1	suk-ik	make.become-?
maipuksuk	1	mai-puksuk	face-?
kawivak	1	ka-wivak	1SG-?
thuko	1	thu-ko	word-?
tuamsa	1	tuam-sa	promise-?
gimte	1	gim-te	?-PL
samsiasak	1	sam-siasak	call-?
lutlam	1	lut-lam	enter-?
zalh	1	za-lh	hear.I-?
nuak	1	nu-ak	mother-?
ithra	1	i-thra	1PL.INCL-?
leibeelte	1	leibeel-te	?-PL
sathaukhalte	1	sat-haukhal-te	strike-?-PL
galkikapna	1	galkikap-na	?-NMLZ
satkhiasuk	1	sat-khiasuk	strike-?
zankhia	1	za-nkhia	hear.I-?
kamneem	1	ka-mneem	1SG-?
behnai	1	beh-nai	tribe-?
khentatzo	1	khen-tatzo	divide-?
cianpi	1	cian-pi	announce-?
armoni	1	a-rmoni	3SG-?
ishbibenob	1	i-shbibenob	1PL.INCL-?
saf	1	sa-f	flesh-?
nakvang	1	na-kvang	2SG-?
awngsuk	1	a-wngsuk	3SG-?
thupeelin	1	thu-peelin	word-?
lungmuanhuaisak	1	lung-muanhuaisak	feel-?
sakhipite	1	sak-hipi-te	cause-?-PL
khauhpente	1	kha-uhpen-te	spirit-?-PL
sikcipsuk	1	sik-cipsuk	repent-?
selsak	1	sel-sak	slice-?
hikcip	1	hi-kcip	be-?
agee	1	a-gee	3SG-?
ngahbeh	1	ngah-beh	get-?
hiddai	1	hi-ddai	be-?
abialbon	1	a-bialbon	3SG-?
ahasbai	1	a-hasbai	3SG-?
arbi	1	a-rbi	3SG-?
paarai	1	pa-arai	father-?
kamgente	1	ka-mgen-te	1SG-?-PL
khuadaksuk	1	khua-daksuk	town-?
hektohna	1	hektoh-na	?-NMLZ
gimkhopna	1	gimkhop-na	?-NMLZ
koihsakin	1	koih-sakin	put-?
zabud	1	za-bud	hear.I-?
arubboth	1	a-rubboth	3SG-?
ahinadab	1	a-hi-nadab	3SG-be-?
paruah	1	pa-ruah	father-?
sanangte	1	sa-nang-te	flesh-?-PL
zaptelte	1	za-ptel-te	hear.I-?-PL
khumlet	1	khum-let	cover-?
puknahte	1	puknah-te	?-PL
nilhna	1	ni-lh-na	day-?-NMLZ
kiphukna	1	kiphuk-na	?-NMLZ
anpiakna	1	a-npiak-na	3SG-?-NMLZ
singbekte	1	singbek-te	?-PL
kitawhna	1	kitawh-na	?-NMLZ
lambehte	1	lambeh-te	?-PL
innsualte	1	i-nnsual-te	1PL.INCL-?-PL
zalesawmnga	1	za-lesawmnga	hear.I-?
suangatna	1	suangat-na	?-NMLZ
innlim	1	i-nnlim	1PL.INCL-?
khutpeekmai	1	khut-peekmai	hand-?
sawi	1	sa-wi	flesh-?
peite	1	pei-te	?-PL
peikalhna	1	peikalh-na	?-NMLZ
bulte	1	bul-te	?-PL
vangsung	1	va-ngsung	go.and-?
khukdinna	1	khukdin-na	?-NMLZ
cingsingte	1	ci-ngsing-te	say-?-PL
innkhuamte	1	i-nnkhuam-te	1PL.INCL-?-PL
tuidawnna	1	tui-dawn-na	water-?-NMLZ
utongte	1	utong-te	?-PL
zattawm	1	za-ttawm	hear.I-?
zuibup	1	zui-bup	follow-?
thuhaksate	1	thu-haksa-te	word-?-PL
kamhoih	1	ka-mhoih	1SG-?
ngawhdawn	1	nga-whdawn	endure-?
zankhiat	1	za-nkhiat	hear.I-?
tonsakkik	1	to-nsakkik	sit-?
vawhsakin	1	va-whsakin	go.and-?
thugik	1	thu-gik	word-?
uknate	1	uk-na-te	rule-?-PL
inncingte	1	i-nncing-te	1PL.INCL-?-PL
inncinna	1	i-nncin-na	1PL.INCL-?-NMLZ
arza	1	a-rza	3SG-?
khialhsa	1	khial-hsa	err-?
thuzang	1	thu-zang	word-?
hiel	1	hi-el	be-?
peemna	1	peem-na	?-NMLZ
hinsuahzo	1	hi-nsuahzo	be-?
hikhathei	1	hi-khathei	be-?
sikzumte	1	sik-zum-te	repent-?-PL
awngsuak	1	a-wngsuak	3SG-?
heikikna	1	heikik-na	?-NMLZ
lumsukin	1	lum-sukin	warm-?
semkhamin	1	sem-khamin	serve-?
kisikpih	1	kisik-pih	repent-?
cipnelh	1	ci-pnelh	say-?
kahtosak	1	ka-htosak	1SG-?
maikhinna	1	mai-khin-na	face-?-NMLZ
zakphetin	1	zak-phetin	hear.II-?
luahkhin	1	lu-ahkhin	head-?
samulpuan	1	sam-ulpuan	call-?
kawmkawm	1	ka-wmkawm	1SG-?
tatolhna	1	tat-olh-na	strike-?-NMLZ
naupangneu	1	na-upa-ngneu	2SG-elder-?
lukolh	1	lu-kolh	head-?
ganpite	1	ganpi-te	?-PL
kuantohna	1	kuantoh-na	?-NMLZ
inndeineu	1	i-nndeineu	1PL.INCL-?
kongkalai	1	kong-ka-lai	1SG→3-mouth-?
khiamsak	1	khia-msak	exit-?
vatak	1	va-tak	go.and-?
atnen	1	a-tnen	3SG-?
baalshalishah	1	ba-alshalishah	owe-?
anvui	1	a-nvui	3SG-?
balkekna	1	ba-lkek-na	owe-?-NMLZ
kamgen	1	ka-mgen	1SG-?
puakkhop	1	pua-kkhop	carry.on.back-?
kunna	1	kun-na	?-NMLZ
nungdelhin	1	nung-delhin	live-?
hoihkim	1	hoih-kim	be.good-?
khiakin	1	khia-kin	exit-?
kholsak	1	kho-lsak	labor-?
kialna	1	kial-na	?-NMLZ
nawkpai	1	na-wkpai	2SG-?
hinsakna	1	hi-nsak-na	be-?-NMLZ
denkhapna	1	denkhap-na	?-NMLZ
tuamcipin	1	tuam-cipin	promise-?
zair	1	za-ir	hear.I-?
gamtatsa	1	gam-tatsa	land-?
khuacingin	1	khua-cingin	town-?
paikhiatkhak	1	paikhiat-khak	send.away-?
hawlzia	1	hawl-zia	seek-?
nawhhawl	1	na-whhawl	2SG-?
paktatnate	1	pa-ktatna-te	father-?-PL
hibuang	1	hi-buang	be-?
meltheihte	1	meltheih-te	?-PL
kar	1	ka-r	1SG-?
khennihte	1	khen-nih-te	divide-?-PL
apnate	1	a-pna-te	3SG-?-PL
ahaziahte	1	a-haziah-te	3SG-?-PL
sumkoihnate	1	sum-koihna-te	money-?-PL
satpukte	1	sat-puk-te	strike-?-PL
ngavei	1	nga-vei	endure-?
lahkimna	1	lahkim-na	?-NMLZ
piansaktawm	1	pia-nsaktawm	give-?
zuihpih	1	zui-hpih	follow-?
balkhiat	1	ba-lkhiat	owe-?
cilun	1	ci-lun	say-?
sukkothbenoth	1	suk-kothbenoth	make.become-?
nergal	1	ne-rgal	eat-?
ashima	1	a-shima	3SG-?
nibhaz	1	ni-bhaz	day-?
anammelek	1	a-nam-melek	3SG-kind/tribe-?
semkawm	1	sem-kawm	serve-?
abi	1	a-bi	3SG-?
nehushtan	1	ne-hushtan	eat-?
mungte	1	mu-ng-te	see.I-?-PL
kikhapna	1	kikhap-na	?-NMLZ
zawdeuhte	1	za-wdeuh-te	hear.I-?-PL
hinkhiatna	1	hi-nkhiat-na	be-?-NMLZ
mangna	1	mang-na	?-NMLZ
ninbulomtangin	1	nin-bulomtangin	day-?
maipai	1	mai-pai	face-?
nulin	1	nu-lin	mother-?
vankiate	1	va-nkia-te	go.and-?-PL
azaliah	1	a-za-liah	3SG-hear.I-?
halte	1	hal-te	?-PL
gatna	1	gat-na	?-NMLZ
nathanmelek	1	na-thanmelek	2SG-?
khumzanga	1	khum-zanga	cover-?
phinnate	1	phinna-te	?-PL
khinkhiatna	1	khinkhiat-na	?-NMLZ
nehushta	1	ne-hushta	eat-?
paihkhiatna	1	pai-hkhiat-na	go-?-NMLZ
ompi	1	om-pi	exist-?
thukuppihte	1	thu-kuppih-te	word-?-PL
nusiatte	1	nusia-t-te	abandon-?-PL
ngahthuap	1	ngah-thuap	get-?
nuntaksung	1	nuntak-sung	live-?
ngahthuapna	1	ngah-thuap-na	get-?-NMLZ
sabta	1	sa-bta	flesh-?
pathrus	1	pa-thrus	father-?
arka	1	a-rka	3SG-?
alian	1	a-lian	3SG-?
aliah	1	a-liah	3SG-?
bathshua	1	bat-hshua	bind-?
ardon	1	a-rdon	3SG-?
atarah	1	a-tarah	3SG-?
ahban	1	a-hban	3SG-?
mishrai	1	mi-shrai	person-?
atrothbethjoab	1	a-trothbethjoab	3SG-?
sukath	1	suk-ath	make.become-?
nedabiah	1	ne-dabiah	eat-?
arnan	1	a-rnan	3SG-?
bariah	1	ba-riah	owe-?
hizkiah	1	hi-zkiah	be-?
anani	1	a-nani	3SG-?
ahumai	1	a-hum-ai	3SG-cover-?
ishma	1	i-shma	1PL.INCL-?
idbash	1	i-dbash	1PL.INCL-?
ahuzzam	1	a-huzzam	3SG-?
anub	1	a-nu-b	3SG-mother-?
aharhel	1	a-harhel	3SG-?
irnahash	1	i-rnahash	1PL.INCL-?
hathath	1	hat-hath	strong-?
iru	1	i-ru	1PL.INCL-?
zifah	1	zi-fah	wife-?
asarel	1	a-sa-rel	3SG-flesh-?
naham	1	na-ham	2SG-?
amnon	1	a-mnon	3SG-?
saraf	1	sa-raf	flesh-?
beelseekte	1	beelseek-te	?-PL
netaim	1	ne-taim	eat-?
tolad	1	to-lad	sit-?
tokhen	1	to-khen	sit-?
asiel	1	a-siel	3SG-?
allon	1	a-llon	3SG-?
azaz	1	a-za-z	3SG-hear.I-?
abdiel	1	a-bdiel	3SG-?
baaseiah	1	ba-aseiah	owe-?
malluk	1	mal-luk	be.dry-?
hilen	1	hi-len	be-?
bileam	1	bil-eam	ear-?
anem	1	a-ne-m	3SG-eat-?
ibsam	1	i-bsam	1PL.INCL-?
iri	1	i-ri	1PL.INCL-?
zemirah	1	zem-irah	be.straight-?
ishhod	1	i-shhod	1PL.INCL-?
ahian	1	a-hi-an	3SG-be-?
aniam	1	a-ni-am	3SG-day-?
naaran	1	na-aran	2SG-?
azzah	1	a-zzah	3SG-?
pasak	1	pa-sak	father-?
ashvath	1	a-shvath	3SG-?
imna	1	i-m-na	1PL.INCL-?-NMLZ
imrah	1	i-mrah	1PL.INCL-?
ara	1	a-ra	3SG-?
aharah	1	a-harah	3SG-?
abihud	1	a-bihud	3SG-?
baara	1	ba-ara	owe-?
zibia	1	zi-bia	wife-?
malkam	1	mal-kam	be.dry-?
sakhia	1	sak-hia	cause-?
mirmah	1	mi-rmah	person-?
misham	1	mi-sham	person-?
ishpah	1	i-shpah	1PL.INCL-?
